State,Year,Mo,Day,Victim,County,Race,Sex,Mob,Offense,Note,2nd Name,3rd Name,Comments,Source
FL,1886,3,21,Lucas Nicks,Madison ,Blk,Male,Blk,Murder,,,,,
FL,1886,3,21,Unnamed Negro,Madison ,Blk,Male,Blk,Murder,Uncertain,,,,
FL,1886,3,21,Unnamed Negro,Madison ,Blk,Male,Blk,Murder,Uncertain,,,,
FL,1896,6,29,Jake Williams,Madison ,Blk,Male,,Attempted rape,,Jacob Williams,,,
FL,1899,1,28,Charles Martin,Madison ,Blk,Male,,Race hatred,Uncertain,,,,
FL,1901,1,3,James Denson,Madison ,Blk,Male,,Murder,,,,,
FL,1901,1,3,Brother of  Denson,Madison ,Blk,Male,,Murder,,,,,
FL,1903,5,18,Washington Jarvis,Madison ,Wht,Male,,Murder,,Wash W. Jarvis,,,
FL,1906,11,8,— Sloan,Madison ,Blk,Male,,Attempted assault (rape),,,,,
FL,1908,2,2,Charles Pittman,Madison ,Blk,Male,,Murder,,,,,
FL,1919,3,12,Joseph Walker,Madison ,Blk,Male,,Shot man,,,,,
FL,1921,10,1,Ray Newsome,Madison ,Blk,Male,,Being offensive to white girl,,,,,
FL,1884,12,26,Charles E. Abbe,Manatee ,Wht,Male,,Unknown,Uncertain,,,,
FL,1903,3,8,Henry Thomas,Manatee ,Blk,Male,,Attempted rape,,,,,
FL,1910,3,7,Unnamed Negro,Manatee ,Blk,Male,,Implicated in murder,,,,,
FL,1910,3,7,Samuel Ellis,Manatee ,Blk,Male,,Murder,,,,,
FL,1912,7,2,Wm. English,Manatee ,Blk,Male,,Insulted white woman,,,,,
FL,1885,7,3,Calzar Carooth,Marion ,Blk,Male,,Murder,,Caesar Carooth,,,
FL,1887,12,12,George Green,Marion ,Blk,Male,,Theft,,,,,
FL,1893,7,12,Robert Larkin,Marion ,Blk,Male,,Rape,,Robert Larkins,,,
FL,1894,5,15,Nero Young,Marion ,Blk,Male,,Rape,,Nim Young,,,
FL,1894,12,1,Wm. Jackson,Marion ,Blk,Male,Blk,Assaulted woman (rape),,,,,
FL,1894,12,15,Wm. Jones,Marion ,Blk,Male,,Rape,,,,,
FL,1897,3,15,James Gilmore,Marion ,Blk,Male,,Accessory to murder,,,,,
FL,1897,3,15,James Miley,Marion ,Blk,Male,,Murder,,,,,
FL,1897,3,15,Ed Holmes,Marion ,Blk,Male,,Murder,,,,,
FL,1899,6,10,Unnamed Negro,Marion ,Blk,Male,,Murder,,,,,
FL,1899,6,11,Unnamed Negro,Marion ,Blk,Male,Blk,Aided in lynching,,,,,
FL,1899,6,11,Unnamed Negro,Marion ,Blk,Male,Blk,Aided in lynching,,,,,
FL,1901,1,14,Norman McKinney,Marion ,Blk,Male,,Trainwrecking & murder,,,,,
FL,1912,11,14,Priest Niles,Marion ,Blk,Male,,Murder,,Preece Neils,Preech Nellis,,
FL,1912,11,19,John Archie,Marion ,Blk,Male,,Implicated in murder,,John Archer,,,
FL,1915,2,16,John Richards,Marion ,Blk,Male,,Insulted white woman,,Joe Richards,,,
FL,1915,12,29,Joseph Nimrod,Marion ,Blk,Male,,Attacked girl (rape),,,,,
FL,1916,1,28,Richard Anderson,Marion ,Blk,Male,,Assaulted woman (rape),,,,,
FL,1921,2,12,Elijah Jones,Marion ,Blk,Male,,Attacked woman (rape),,,,,
FL,1924,5,29,Homer Williams,Marion ,Blk,Male,,Murder,Uncertain,,,,
FL,1926,5,17,Wm. McKinley,Marion ,Wht,Male,,Reported moonshiners,Uncertain,Gilliam McKinley,,,
FL,1926,1,11,Nick Williams,Marion ,Blk,Male,,Attacked woman (rape),,Chandler Colding,Cohen Pickney,,
FL,1921,12,26,Manuel Head,Monroe ,Wht,Male,,Murder,,,,,
FL,1887,11,26,Wm. Williams,Orange ,Blk,Male,Blk,Murder,Uncertain,,,,
FL,1920,11,3,Jules Perry,Orange ,Blk,Male,,Inciting race riot,,James Perry,,,
FL,1925,11,27,Arthur Henry,Orange ,Blk,Male,,Shooting officer,Uncertain,,,,
FL,1894,7,20,Will Lundy,Osceola ,Blk,Male,Blk,Murder,,Ed Lundy,,,
FL,1923,6,7,Henry Simmons,Palm Beach ,Blk,Male,,Murder,,,,,
FL,1887,12,11,Unnamed Negro,Pasco ,Blk,Male,,Assaulted woman,,,,,
FL,1887,12,11,Unnamed Negro,Pasco ,Blk,Male,,Assaulted woman,,,,,
FL,1901,2,5,Samuel Williams,Pasco ,Blk,Male,,Implicated in murder,,,,,
FL,1901,2,5,Wm. Wright,Pasco ,Blk,Male,,Implicated in murder,,Will Wright,,,
FL,1902,7,29,Alonzo Williams,Pasco ,Blk,Male,,Rape,,,,,
FL,1915,8,5,Will Leach,Pasco ,Blk,Male,,Attm. criminal assault (rape),,,,,
FL,1914,11,12,John Evans,Pinellas ,Blk,Male,,Murder,,,,,
FL,1926,5,9,Parker Watson,Pinellas ,Blk,Male,,Robbery,,,,,
FL,1886,5,15,Daniel Mann,Polk ,Wht,Male,,Murder,,,,,
FL,1886,5,15,Lon Mann,Polk ,Wht,Male,,Murder,,Louis Mann,,,
FL,1895,5,25,Unnamed Negro,Polk ,Blk,Male,,Rape,,,,,
FL,1895,5,25,Unnamed Negro,Polk ,Blk,Male,,Rape,Uncertain,,,,
FL,1895,5,25,Unnamed Negro,Polk ,Blk,Male,,Rape,Uncertain,,,,
FL,1900,6,26,Robert Davis,Polk ,Blk,Male,,Murder,,,,,
FL,1901,5,29,Frederick Rochelle,Polk ,Blk,Male,,Rape & murder,,,,,
FL,1903,5,20,Amos Randall,Polk ,Wht,Male,,Murder,,,,,
FL,1903,5,20,Daniel  Kennedy,Polk ,Blk,Male,,Murder,,,,,
FL,1903,5,20,Henry Golden,Polk ,Blk,Male,,Murder,,Henry Gordon,,,
FL,1906,7,26,John Black,Polk ,Blk,Male,,Murder,,,,,
FL,1906,7,26,Will Hagin,Polk ,Blk,Male,,Murder,,Wm. Reagin,,,
FL,1906,8,20,John Bapes,Polk ,Blk,Male,,Attempted murder,,,,,
FL,1909,2,13,Jack Wade,Polk ,Blk,Male,,Attempted rape,,Jacob Nader,Jacob Wader,,
FL,1909,4,28,Charles Scarborough,Polk ,Blk,Male,,Attempted rape,,,,,
FL,1910,7,9,Samuel McIntosh,Polk ,Blk,Male,,Attempted murder,,,,,
FL,1914,1,12,Lewis Peck,Polk ,Blk,Male,,Murderous assault,,,,,
FL,1914,1,12,Companion of Peck,Polk ,Blk,Male,,Murderous assault,,,,,
FL,1914,5,18,James Woodson,Polk ,Blk,Male,,Attm. Criminal assault (rape),," ""Barefoot Bill""",James Woodsome,,
FL,1920,5,8,Henry Scott,Polk ,Blk,Male,,Insulting white woman,,,,,
FL,1921,3,14,Wm. Bowles,Polk ,Blk,Male,,Improper remark to woman,,,,,
FL,1892,5,25,James Williams,Putnam ,Unk,Male,,Murder & robbery,Uncertain,,,,
FL,1892,5,25,Henry E. Bedgood,Putnam ,Unk,Male,,Murder & robbery,Uncertain,,,,
FL,1894,5,21,I. T. Burgis,Putnam ,Blk,Male,,Conspiracy to revolt,,T.J. [J.T.] Burgis,,,
FL,1884,6,6,Unnamed Negro,Santa Rosa,Blk,Male,,Rape,,,,,
FL,1884,12,6,Unnamed Negro,Santa Rosa,Blk,Male,,Assaulted girl,,,,,
FL,1913,7,6,Unnamed Negro,Santa Rosa,Blk,Male,,Criminal assault (rape),,,,,
FL,1919,3,14,Bud Johnson,Santa Rosa,Blk,Male,,Attacked woman (rape),,,,,
FL,1915,2,24,Will Reed,Seminole ,Blk,Male,,Attm. assault (rape),,,,,
FL,1925,5,13,John West,Seminole ,Blk,Male,,Criminal assault (rape),,Jack West,,,
FL,1897,6,5,Isaac Barrett,St. Johns,Blk,Male,,Attempted murder,,,,,
FL,1884,9,11,James Jackson,Sumter ,Blk,Male,,Assaulted woman,,,,,
FL,1900,6,23,James Barco,Sumter ,Blk,Male,,Unknown,,,,,
FL,1885,6,8,John Evans,Suwanee ,Blk,Male,,Rape,,,,,
FL,1891,6,17,Charles Griffin,Suwanee ,Blk,Male,,Accessory to murder,Uncertain,,,,
FL,1891,12,17,Alfred Jones,Suwanee ,Blk,Male,,Murder,,,,,
FL,1891,12,17,Brady Young,Suwanee ,Blk,Male,,Murder,,,,,
FL,1894,5,13,Coot Williams,Suwanee ,Blk,Male,,Murder,,Coat Williams,,,
FL,1898,11,6,Arthur Williams,Suwanee ,Blk,Male,,Murder,,,,,
FL,1900,6,22,Jack Thomas,Suwanee ,Blk,Male,,Attempted rape,,Jock Thomas,,,
FL,1918,2,23,Edward Dansey,Suwanee ,Blk,Male,,Murder,Uncertain,Edward Dabzer,Edward Dauzy,,
FL,1895,5,9,Brad Hampton,Taylor ,Blk,Male,,Plotting against white women,,,,,
FL,1904,10,4,— Rivers,Taylor ,Blk,Male,,Attempted rape,Uncertain,,,,
FL,1908,3,19,Will McMillan,Taylor ,Blk,Male,,Murder,,Will McMullin,,,
FL,1908,3,19,Richard Smith,Taylor ,Blk,Male,,Murder,,,,,
FL,1909,9,26,Charles Anderson,Taylor ,Blk,Male,,Murder,,,,,
FL,1922,12,8,Charles Wright,Taylor ,Blk,Male,,Murder,,,,,
FL,1922,12,11,Arthur Young,Taylor ,Blk,Male,,Implicated in murder,,,,,
FL,1891,9,26,Lee Bailey,Volusia ,Blk,Male,,Rape,,,,,
FL,1896,4,15,John Van Brunt,Volusia ,Unk,Male,,Peeping Tom,Uncertain,,,,
FL,1901,9,6,Unnamed Negro,Washington ,Blk,Male,,Assaulted girl (rape),,,,,
FL,1908,4,24,Unnamed Negro,Washington ,Blk,Unk,,Murderous assault,,,,,
FL,1908,4,24,Unnamed Negro,Washington ,Blk,Unk,,Murderous assault,,,,,
FL,1916,4,16,John Dykes,Washington ,Wht,Male,,Murder,,,,,
GA,1893,5,21,Ephraim Merchel,Appling ,Blk,Male,,Murder,,Ephrin Muchler,,,
GA,1893,5,21,Unnamed Negro,Appling ,Blk,Male,,Murder,,,,,
GA,1893,11,29,Newton Jones,Appling ,Blk,Male,,Murder,,,,,
GA,1899,6,15,David Clark,Appling ,Blk,Male,,Attempted murder,,Davis Clark,,,
GA,1899,6,16,— Williams,Appling ,Blk,Male,,Attempted rape,Uncertain,,,,
GA,1903,6,26,Garfield McCoy,Baker ,Blk,Male,,Murder,,,,,
GA,1903,6,26,George Mckinney,Baker ,Blk,Male,,Murder,,,,,
GA,1903,6,26,Wiley Anette,Baker ,Blk,Male,,Murder,,,,,
GA,1910,5,19,Charles Wilson,Baker ,Blk,Male,,Attempted rape,,,,,
GA,1921,3,4,Wm. Anderson,Baker ,Blk,Male,,Mistaken identity,,,,,
GA,1922,9,2,Jim Reed Long,Barrow ,Blk,Male,,Burglary,,James Reid,,,
GA,1904,7,1,John Jones,Bartow ,Blk,Male,,Assault (rape),,,,,
GA,1916,2,25,Jesse McCorkle,Bartow ,Blk,Male,,Assault (rape),,Jesse McCortele,,,
GA,1930,10,1,John Wm. Clark,Bartow ,Blk,Male,,Murder,,,,,
GA,1893,12,17,Wm. Furgerson,Berrien ,Blk,Male,,Informer,,Wm. Ferguson,,,
GA,1886,8,12,James Moore,Bibb ,Blk,Male,,Rape,,,,,
GA,1897,9,12,Charles Gibson,Bibb ,Blk,Male,,Murder,,,,,
GA,1912,2,4,Charles Powell,Bibb ,Blk,Male,,Assault (rape),,,,,
GA,1919,11,3,Paul Jones,Bibb ,Blk,Male,,Assault (rape),,,,,
GA,1915,7,14,Peter Jackson,Bleckley ,Blk,Male,,Complicity in murder,,,,,
GA,1915,7,14,Peter Jambo,Bleckley ,Blk,Male,,Complicity in murder,,Peter Fambrough,,,
GA,1919,8,5,Unnamed Negro,Bleckley ,Blk,Male,,Boasting about race riot,,,,,
GA,1923,8,17,Aaron Harris,Bleckley ,Blk,Male,,Sexual assault (rape),,,,,
GA,1894,12,22,Samuel Taylor,Brooks ,Blk,Male,,Aided murderer,,,,,
GA,1894,12,22,Eli Frazer,Brooks ,Blk,Male,,Aided murderer,,Charles Frazier,,,
GA,1894,12,22,Samuel Pike,Brooks ,Blk,Male,,Aided murderer,,,,,
GA,1894,12,22,Henry Sherod,Brooks ,Blk,Male,,Aided murderer  ,Uncertain,Harry Sherard,,,
GA,1901,1,2,Ed Dodson,Brooks ,Blk,Male,Blk,Assault (rape),,,,,
GA,1913,3,2,George McDonald,Brooks ,Blk,Male,,Shot at man,,,,,
GA,1917,11,9,Jesse Stater,Brooks ,Blk,Male,,Insolent letter to woman,,Jesse Staten,,,
GA,1918,5,17,Eugene Rice,Brooks ,Blk,Male,,Complicity in murder,,James Isom,,,
GA,1918,5,18,Hayes Turner,Brooks ,Blk,Male,,Complicity in murder,,,,,
GA,1921,12,21,"Lee Robinson,Jr.",Brooks ,Blk,Male,,Unknown,Uncertain,,,,
GA,1901,2,27,John Moody,Bryan ,Blk,Male,,Unknown,,,,,
GA,1901,8,10,Joe Washington,Bryan ,Blk,Male,,Criminal assault (rape),,,,,
GA,1902,7,28,John Wise,Bryan ,Blk,Male,,Assault (rape),,,,,
GA,1886,7,15,Jake Braswell,Bulloch ,Blk,Male,Blk,Rape,,Jake Brasswell,,,
GA,1901,4,11,Kennedy Gordon,Bulloch ,Blk,Male,,Attempted rape,Uncertain,,,,
GA,1904,8,16,Paul Reid,Bulloch ,Blk,Male,,Murder,,Paul Reed,,,
GA,1904,8,16,Wm. Cato,Bulloch ,Blk,Male,,Murder,, ,,,
GA,1904,8,27,Sebastine McBride,Bulloch ,Blk,Male,,Unknown,,,,,
GA,1908,2,26,Sam Johnson,Bulloch ,Blk,Male,,Conspiracy to kill,Uncertain,,,,
GA,1911,4,21,Henry Jackson,Bulloch ,Blk,Male,,Threats to kill,Uncertain,,,,
GA,1886,9,16,Daniel Odwell,Burke ,Blk,Male,,Rape,,Henry Barnes,S. Wilkinson,,
GA,1890,10,23,General Thomas,Burke ,Blk,Male,,Murder,,John Williams,,,
GA,1899,11,20,Unnamed Negro,Butts ,Blk,Male,,Attempted rape,,,,,
GA,1904,5,31,Arthur Thompson,Calhoun ,Blk,Male,,Murder,,,,,
GA,1913,8,15,Son Lovett,Calhoun ,Blk,Male,,Murder,,Robert Lovett,,,
GA,1916,10,4,Mary Conley,Calhoun ,Blk,Fe,,Complicity in murder,,Mary Connell,,,
GA,1899,3,16,Bud Cotton,Campbell ,Blk,Male,,Arson,,Bud Catlen,,,
GA,1899,3,16,Henry Bingham,Campbell ,Blk,Male,,Arson,,,,,
GA,1899,3,16,Tip Hutson,Campbell ,Blk,Male,,Arson,,,,,
GA,1899,3,16,Edward Brown,Campbell ,Blk,Male,,Arson,,,,,
GA,1899,4,23,Lige Strickland,Campbell ,Blk,Male,,Complicity in murder,,Elijah Strickland,,,
GA,1901,1,3,Sterling Thompson,Campbell ,Blk,Male,,Race hatred,,,,,
GA,1917,12,15,Claxton Dekle,Candler ,Blk,Male,,Murder,,,,,
GA,1899,8,11,Wm. McClure,Carroll ,Blk,Male,,Attempted rape,,Wm. McLure,,,
GA,1886,12,10,George Parks,Catoosa ,Blk,Male,,Arson,,,,,
GA,1886,12,10,Monroe Smith,Catoosa ,Blk,Male,,Arson,,,,,
GA,1889,8,18,Walter Asbury,Chatham ,Blk,Male,,Attempted rape,,Walter Berrian,,,
GA,1900,4,3,Allan Brooks,Chatham ,Blk,Male,,Assault (rape),,,,,
GA,1884,10,20,Jane Wade,Chattooga ,Wht,Fe,,Murder,,,,,
GA,1884,10,20,J. R. Dorsey,Chattooga ,Wht,Male,,Murder,,,,,
GA,1887,2,6,Unnamed Negro,Chattooga ,Blk,Male,,Rape,,,,,
GA,1888,5,1,Henry Pope,Chattooga ,Blk,Male,,Rape,,,,,
GA,1893,10,17,Bill Richardson,Chattooga ,Blk,Male,,Murder,,Wm. Richards,,,
GA,1893,10,17,James Dickson,Chattooga ,Blk,Male,,Murder,,,,,
GA,1917,9,18,Rufus Moncrief,Clarke ,Blk,Male,,Rape,Uncertain,,,,
GA,1891,6,29,Daniel Buck,Clay ,Blk,Male,,"Invaded girl's ""chamber""",,,,,
GA,1893,4,13,Ed —,Clay ,Blk,Male,,Murder,,,,,
GA,1908,9,22,George Thomas,Clay ,Blk,Male,,Murderous assault,,,,,
GA,1911,8,29,Will Davis,Clay ,Blk,Male,,Murder        ,Uncertain,Peter Davis,,,
GA,1893,10,21,Arthur Bennett,Clayton ,Blk,Male,,Attempted murder,,Edward Jenkins,,,
GA,1890,6,26,Andrew Robinson,Clinch ,Blk,Male,,Attempted rape,,Andrew Roberts,,,
GA,1895,11,9,Lewis Jefferson,Clinch ,Blk,Male,,Attempted rape,,,,,
GA,1900,3,18,John Bailey,Cobb ,Blk,Male,,Attempted rape,,John Barley,,,
GA,1915,8,17,Leo M. Frank,Cobb ,Wht,Male,,Murder,,,,,
GA,1896,5,9,Wm. Hardee,Coffee ,Blk,Male,,Flogged white boy,,,,,
GA,1900,5,4,Marshall Jones,Coffee ,Blk,Male,,Murder,,,,,
GA,1920,11,18,Minnie Ivory,Coffee ,Blk,Fe,,Complicity in murder,,,,,
GA,1920,11,18,Will Perry,Coffee ,Blk,Male,,Complicity in murder,,Alex Byrd,,,
GA,1920,11,18,Wm. Ivory,Coffee ,Blk,Male,,Murder,,"""Willie Boney"" Ivory",,,
GA,1926,8,30,David Wright,Coffee ,Wht,Male,,Murder,,,,,
GA,1895,1,8,George Coldhand,Colquitt ,Blk,Male,,Murder,,,,,
GA,1898,3,23,James Allen,Colquitt ,Blk,Male,,Assault (rape),,Joseph Allen,,,
GA,1909,7,2,Henry Isaac,Colquitt ,Blk,Male,,In girl's bedroom,,,,,
GA,1921,6,18,John Henry Williams,Colquitt ,Blk,Male,,Murder,,,,,
GA,1922,7,24,Wm. Anderson,Colquitt ,Blk,Male,,Attempted rape,,,,,
GA,1904,5,15,John Cumming,Columbia ,Blk,Male,,Rape,,,,,
GA,1910,1,25,Daniel Lambkin,Columbia ,Blk,Male,,Father of murder,,Dan Lumpkin,,,
GA,1913,5,6,John Henry Moore,Columbia ,Blk,Male,,Disorderly conduct,,,,,
GA,1914,5,6,Charles Jones,Columbia ,Blk,Male,,Robbery,,,,,
GA,1922,3,12,Alfred Williams,Columbia ,Blk,Male,,Shooting at farmer,,,,,
GA,1882,8,9,Alex Brown,Coweta ,Blk,Male,,Rape,,,,,
GA,1899,4,23,Samuel Holt,Coweta ,Blk,Male,,Murder,,Sam Hose,,,
GA,1900,7,23,Jack Hilsman,Crawford ,Blk,Male,,Attempted rape,,,,,
GA,1912,4,6,Lee Chitwood,Crisp ,Wht,Male,,Assault (rape),,,,,
GA,1912,1,30,Albert Hamilton,Crisp ,Blk,Male,,Rape,,,,,
GA,1918,5,23,James Cobb,Crisp ,Blk,Male,,Murder,,,,,
GA,1924,3,18,John Hays,Crisp ,Blk,Male,,Attempted rape,,,,,
GA,1888,3,10,Thomas Roof,Dade ,Blk,Male,,Assault (rape),,,,,
GA,1895,10,3,Neal South,Dade ,Blk,Male,,Rape,,Neil Smith,,,
GA,1890,12,7,Unnamed White,Dawson ,Wht,Male,,Informer,,,,,
GA,1883,10,13,Henry Jenkins,Decatur ,Blk,Male,,Rape,,Henry Kyle,,,
GA,1885,7,29,Thomas K. Brantley,Decatur ,Wht,Male,,Wife-beating,,,,,
GA,1893,4,7,Unnamed Negro,Decatur ,Blk,Male,,Attempted rape,,,,,
GA,1893,12,25,Calvin Thomas,Decatur ,Blk,Male,,Rape,,,,,
GA,1898,5,24,Richard Oliver,Decatur ,Blk,Male,,Assaulted woman    ,,Dock Oliver,,,
GA,1898,9,6,— McFadgen,Decatur ,Blk,Male,Blk,Rape,,John Williams,,,
GA,1903,4,20,Andrew Rainey,Decatur ,Blk,Male,,Arson,,,,,
GA,1903,9,26,Unnamed Negro,Decatur ,Blk,Male,,Assault (rape),,,,,
GA,1905,10,7,Thomas Seabright,Decatur ,Blk,Male,Blk,Rape,,Tok Seabright,,,
GA,1905,10,28,Augustus Goodman,Decatur ,Blk,Male,,Murder,,,,,
GA,1911,12,23,John D. Warren,Decatur ,Blk,Male,,Murder,,,,,
GA,1915,8,17,John Riggins,Decatur ,Blk,Male,,Criminal assault (rape),,John Higgins,,,
GA,1916,9,27,Moxie Shuler,Decatur ,Blk,Male,,Assault (rape),,Manie Shuler,,,
GA,1887,7,27,Reuben Hudson,DeKalb ,Blk,Male,,Attempted rape,,,,,
GA,1890,6,2,Jesse Poke,Dodge ,Blk,Male,Blk,Murder,,,,,
GA,1892,9,6,Jesse Williams,Dodge ,Blk,Male,,Attempted rape,,,,,
GA,1903,7,14,Edward Claus,Dodge ,Blk,Male,,Assault (rape),,Harry Watson,,,
GA,1906,5,14,Will Wommock,Dodge ,Blk,Male,,Assault (rape),,Wm. Womack,,,
GA,1908,10,11,Henry White,Dodge ,Blk,Male,,Attempted murder,,,,,
GA,1909,7,20,King Green,Dodge ,Blk,Male,,Frightened woman,,,,,
GA,1915,12,20,Samuel Bland,Dodge ,Blk,Male,,Murder,,,,,
GA,1915,12,20,Wm. Stewart,Dodge ,Blk,Male,,Murder,,,,,
GA,1885,3,29,George Rouse,Dooly ,Blk,Male,,Rape & murder,,,,,
GA,1892,4,10,Wm. West,Dooly ,Blk,Male,Blk,Murder,Uncertain,,,,
GA,1895,11,28,Henry Sutton,Dooly ,Wht,Male,,Brother of murderer,Uncertain,,,,
GA,1895,11,28,Tony Sutton,Dooly ,Wht,Male,,Murder,Uncertain,,,,
GA,1897,1,6,Anthony Henderson,Dooly ,Blk,Male,,Murder,,,,,
GA,1902,9,6,Wm. Mobley,Dooly ,Blk,Male,,Sexual Assault (rape),,,,,
GA,1903,10,16,Unnamed Negro,Dooly ,Blk,Male,,Unknown,Uncertain,,,,
GA,1912,6,24,Annie Barksdale,Dooly ,Blk,Fe,,Murder               ,,Ann Baston,Ann Boston,,
GA,1919,9,22,Ernest Glenwood,Dooly ,Blk,Male,,Unknown,,,,,
GA,1920,9,25,Unnamed Negro,Dooly ,Blk,Male,,Assault,,,,,
GA,1885,7,25,Peter Stamps,Douglas ,Blk,Male,,Rape,,,,,
GA,1885,9,18,Robert Birdsong,Early ,Blk,Male,,Attempted rape,,,,,
GA,1896,12,31,Sidney Grist,Early ,Blk,Male,,Political activity,,,,,
GA,1899,7,23,Louis Sammin,Early ,Blk,Male,,Robbery & rape,,,,,
GA,1899,7,23,Unnamed Negro,Early ,Blk,Male,,Robbery & rape,Uncertain,,,,
GA,1899,7,23,Unnamed Negro,Early ,Blk,Male,,Robbery & rape,Uncertain,,,,
GA,1899,7,23,Bob Johnson,Early ,Blk,Male,,Robbery & rape,,Washington Johnson,,,
GA,1899,7,23,Monroe Clark,Early ,Blk,Male,,Robbery & rape,,,,,
GA,1899,7,25,Charles Mack,Early ,Blk,Male,,Robbery & rape,,,,,
GA,1899,8,3,Louis Henderson,Early ,Blk,Male,,Attempted rape,,,,,
GA,1908,9,4,John Towns,Early ,Blk,Male,,Attempted rape,,John Towne,,,
GA,1909,3,2,John Fowler,Early ,Blk,Male,,Assault,,Joseph Fowler,,,
GA,1915,1,21,Peter Morris,Early ,Blk,Male,,Murder,,,,,
GA,1897,9,1,Ben Teott,Echols ,Blk,Male,,Stealing,,Ben Scott,,,
GA,1884,5,14,Hardy Grady,Effingham ,Blk,Male,,Attempted rape,,Hardy Gray,,,
GA,1891,9,1,Wm. Allen,Effingham ,Blk,Male,,Murder,,Henry Jones,,,
GA,1920,6,21,Philip Gaithers,Effingham ,Blk,Male,,Murder,,,,,
GA,1890,6,5,George Penn,Elbert ,Blk,Male,,Attempted rape,Uncertain,Geo. Pem,Geo. Penner,,
GA,1901,4,25,Wm. Goolsby,Elbert ,Blk,Male,,Assault (rape),,Wm. Grouslsby,,,
GA,1889,11,8,James Thomas,Emanuel ,Blk,Male,,Rape,,,,,
GA,1891,9,26,Charles Mack,Emanuel ,Blk,Male,,Assault (rape),,Charles Mock,,,
GA,1896,10,7,Charles Williams,Emanuel ,Blk,Male,,Murder,,,,,
GA,1906,7,11,Edward Pearson,Emanuel ,Blk,Male,,Hiding in girl's room,,,,,
GA,1911,5,13,John McLeod,Emanuel ,Blk,Male,,Murder,,,,,
GA,1911,5,21,Benjamin Smith,Emanuel ,Blk,Male,,Murder,,,,,
GA,1898,2,13,Whit Dillard,Fannin ,Wht,Male,,Murder,,,,,
GA,1918,2,17,"""Bud"" Cosby",Fayette ,Blk,Male,,Robbery & kidnapping,,"""Bud"" Crosby",,,
GA,1890,12,2,Unnamed Negro,Floyd ,Blk,Male,,Unknown,Uncertain,,,,
GA,1900,12,7,Bud Rufus,Floyd ,Blk,Male,,Murder,,,,,
GA,1901,1,3,George Reede,Floyd ,Blk,Male,,Assault (rape),,George Read,,,
GA,1902,4,1,Walter Allen,Floyd ,Blk,Male,,Attempted rape,,,,,
GA,1912,9,10,Ed Collins,Forsyth ,Blk,Male,,Complicity in murder,,,,,
GA,1886,12,16,W. P. F. Sanders,Franklin ,Wht,Male,,Murder,,Frank Sanders,,,
GA,1904,9,18,John Ware,Franklin ,Blk,Male,,Murder,,,,,
GA,1889,9,4,Warren Powell,Fulton ,Blk,Male,,Attempted rape,,Warren Powers,,,
GA,1906,7,31,Floyd Carmichael,Fulton ,Blk,Male,,Rape,,,,,
GA,1894,4,20,Henry Worley,Gilmer ,Wht,Male,,Testifying,,,,,
GA,1897,11,14,Joshua Ruff,Glascock ,Unk,Male,Blk,Assault (rape),,,,,
GA,1891,2,21,Wesley Lewis,Glynn ,Blk,Male,,Murder,,Wesley King,,,
GA,1891,2,21,Henry Jackson,Glynn ,Blk,Male,,Murder,, ,,,
GA,1894,4,22,Robert Evarts,Glynn ,Blk,Male,,Rape,,,,,
GA,1894,4,.,Alfred Bran,Gordon ,Blk,Male,,Unknown,Uncertain,,,,
GA,1910,7,30,Unnamed Negro,Grady ,Blk,Male,,Entered girl's room,,,,,
GA,1894,4,6,Daniel Ahern,Greene ,Blk,Male,,Criminal assault (rape),,Will Deming,Wm. Denham,,
GA,1920,9,25,Felix Cremer,Greene ,Blk,Male,,Aided murderer,Uncertain,,,,
GA,1882,2,13,Unnamed Negro,Gwinnett ,Blk,Male,,Theft,,,,,
GA,1911,4,8,Charles Hale,Gwinnett ,Blk,Male,,Assault (rape),,,,,
GA,1892,5,17,Jim Redmond,Habersham ,Blk,Male,,Murder,,James Raymond,,,
GA,1892,5,17,Gus Roberson,Habersham ,Blk,Male,,Murder,,Gus Robinson,,,
GA,1892,5,17,Bob Addison,Habersham ,Blk,Male,,Murder,,,,,
GA,1911,9,24,Unnamed Negro,Habersham ,Blk,Male,,Assault,,,,,
GA,1913,2,28,Unnamed Negro,Habersham ,Blk,Male,,Murder,,,,,
GA,1913,2,28,Unnamed Negro,Habersham ,Blk,Male,,Murder,,,,,
GA,1899,7,15,Si Smith,Hall ,Wht,Male,,Murder,,,,,
GA,1885,11,25,Alexander Etheridge,Hancock ,Blk,Male,,Burglary,,,,,
GA,1902,10,23,Benjamin Brown,Haralson ,Blk,Male,,Assault (rape),,,,,
GA,1897,7,19,W. L. Ryder,Harris ,Wht,Male,,Murder,,,,,
GA,1902,7,26,Arthur McCauly,Harris ,Blk,Male,,Unknown,,,,,
GA,1912,1,22,Belle Hathaway,Harris ,Blk,Fe,,Murder,,,,,
GA,1912,1,22,Eugene Haming,Harris ,Blk,Male,,Murder,,Eugene Hemming,,,
GA,1912,1,22,John Moore,Harris ,Blk,Male,,Murder,,,,,
GA,1912,1,22,"""Dusty"" Crutchfield",Harris ,Blk,Male,,Murder,,John Crutchfield,,,
GA,1900,10,16,Frank Hardeman,Houston ,Blk,Male,,Attempted rape,,,,,
GA,1903,6,8,"""Banjo"" Peavey",Houston ,Blk,Male,,Murder,,,,,
